Time (s),Amplitude
2.0,11.040590130735831
2.0,-15.867768335458209
2.0,10.090284047249696
2.0,46.24920795459891
2.0,-20.687299612393325
2.0,-20.54721398213232
2.0,48.50589521708109
2.0,18.134853802722013
2.0,-25.084600643556044
2.0,25.493416747550732
2.0,-13.098740103246936
2.0,-8.869529786719815
2.0,30.745734177381035
2.0,-48.44724626683458
2.0,-35.329226802474416
2.0,6.99498328140672
2.0,-23.65877217681704
2.0,30.934624357760573
2.0,-17.70626063908816
2.0,-46.875230799194064
2.0,67.4553213124072
2.0,-11.502513408655966
2.0,18.437118000163128
2.0,-41.122095069117535
2.0,-4.522541900734219
2.0,20.701137380879803
2.0,-37.32143070785094
2.0,29.510737094054804
2.0,-17.70270943815236
2.0,0.7889723780020824
2.0,-27.86517677986844
2.0,71.20990626121974
2.0,-2.288573896425529
2.0,-38.73880520465915
2.0,47.75165201822679
2.0,-42.731232220629174
2.0,34.35104645411615
2.0,-55.33382230430416
2.0,-28.747373403753773
2.0,15.780045692553514
2.0,28.820935904755892
2.0,6.6999198404269515
2.0,1.3851402613435668
2.0,4.473068232645988
2.0,-40.26667357043757
2.0,-8.387311905463537
2.0,-13.238755242186564
2.0,41.98288684468742
2.0,19.88432885822816
2.0,-62.577993773214395
2.0,27.060121404806967
2.0,-9.383870942972141
2.0,-24.37840614344455
2.0,18.962454094587695
2.0,25.7697292259946
2.0,30.5811775373847
2.0,-35.01121966102377
2.0,-8.268067702560582
2.0,6.912184512848217
2.0,36.129150054916664
2.0,-20.74115210420036
2.0,4.808877955045052
2.0,-29.923062484825955
2.0,-39.36852179967688
2.0,25.88419096101361
2.0,40.902769262267086
2.0,-20.717583621091308
2.0,29.81723285323706
2.0,5.603646292790971
2.0,-30.121614360991767
2.0,2.157158733964256
2.0,49.89353274016431
2.0,-23.33714378547103
2.0,70.21745797074999
2.0,-107.41843813279165
2.0,45.78497668886315
2.0,1.5305980432570652
2.0,-7.981360788902454
2.0,19.68853899914857
2.0,-66.38262624391216
2.0,4.563498034560672
2.0,6.327328403845441
2.0,54.53247961424327
2.0,-22.020009246797734
2.0,-21.669975108200465
2.0,-17.976797641522285
2.0,33.50505904095207
2.0,9.119218145116262
2.0,-24.600980773988464
2.0,20.177955313471823
2.0,-5.6945137042073215
2.0,38.741866786428204
2.0,-26.590678972365126
2.0,-1.6556450118892712
2.0,0.6129705711554976
2.0,-46.569368136557856
2.0,21.476223455798806
2.0,11.499260088485457
2.0,4.331858046320366
2.0,4.668170684578442
2.0,-40.78998910953265
2.0,0.7098452974641966
