Time (s),Amplitude
2.0,324.43676095935564
2.0,-760.9663462352743
2.0,99.2698811907482
2.0,1602.0153708893274
2.0,-968.7649932099615
2.0,-969.875094554644
2.0,1631.7333025185194
2.0,440.46957511750827
2.0,-1184.7526819174293
2.0,1092.8585586236004
2.0,-538.2964709869959
2.0,-355.42549782653526
2.0,1505.3986158756263
2.0,-1555.5873933640416
2.0,-874.3652598156586
2.0,705.1606352865414
2.0,-936.0473569635915
2.0,1391.2286276304053
2.0,-470.0140528296296
2.0,-1933.8325745954664
2.0,2750.6203257949387
2.0,-908.060502354158
2.0,999.7019872263494
2.0,-1501.2747517269077
2.0,16.389080597229675
2.0,1030.3851650084846
2.0,-1575.4450123130482
2.0,1415.8603656335674
2.0,-814.0712561950149
2.0,311.4869920903442
2.0,-1437.1403283201346
2.0,2654.602363650814
2.0,-287.89992146017164
2.0,-1654.3921913768997
2.0,2199.1435264929764
2.0,-1947.431312920217
2.0,1894.4369504228666
2.0,-1933.2099860198066
2.0,-688.1305336428819
2.0,568.0071468285265
2.0,903.7771395266859
2.0,59.00932845542843
2.0,-2.1663193206239493
2.0,435.2309566845179
2.0,-1344.3255979754604
2.0,68.10385754775629
2.0,-624.1028997410957
2.0,1459.893140347187
2.0,840.0839597000873
2.0,-2454.627454218439
2.0,1401.5833743340172
2.0,-332.6597403730044
2.0,-925.5634591638575
2.0,626.7872588235391
2.0,560.5806495745959
2.0,1105.1501257927507
2.0,-1425.4191996905595
2.0,-127.845573885486
2.0,39.119018730411376
2.0,1378.7145977026692
2.0,-971.0737203383312
2.0,522.7177138358368
2.0,-840.4520623240418
2.0,-1315.473743435058
2.0,859.95960853986
2.0,1381.5959847565218
2.0,-1231.5199007372005
2.0,1096.7389095823949
2.0,99.4627556443302
2.0,-1116.6779425527907
2.0,-162.61146519213102
2.0,1883.488588822077
2.0,-1627.461531993393
2.0,3266.4840980916606
2.0,-4514.504886073524
2.0,2293.1310963255505
2.0,-166.65782190605222
2.0,-329.81435434454403
2.0,1169.2741157601877
2.0,-2442.3202222418713
2.0,557.3406113224356
2.0,-134.44133995538317
2.0,2037.0657762549179
2.0,-995.596609989553
2.0,-518.5792947660887
2.0,-711.3950321877563
2.0,1227.9037516097237
2.0,255.28932152434103
2.0,-1082.1308812867587
2.0,867.0479354820532
2.0,-584.6921563635749
2.0,1557.2784423777573
2.0,-1148.5021708953182
2.0,140.85631182777715
2.0,347.7695670458058
2.0,-1713.1987814878103
2.0,996.6952743848568
2.0,290.6514711428996
2.0,99.21448503545709
2.0,428.4598690468876
2.0,-1397.9076435337947
2.0,345.9700480565982
2.0,175.92934250955048
2.0,-759.1319068841481
2.0,10.082412879300303
2.0,-297.67763635745615
2.0,2104.0539462842207
2.0,-732.6421722376424
2.0,226.26858531719094
2.0,650.4053359563802
2.0,-2487.150619320577
2.0,861.1071903937467
2.0,-1150.9512532401861
2.0,3205.4995707634284
2.0,-1577.4255594902218
2.0,431.9845745627007
2.0,237.03455612361375
2.0,-2060.941225033209
2.0,1632.817037711874
2.0,-93.4745200361267
2.0,1142.1257629157135
2.0,-2299.2130053882893
2.0,2774.3538567605633
2.0,-2739.484257184121
2.0,402.60390106972363
2.0,2885.8401817571767
2.0,-1959.3679304021102
2.0,-207.10736579905068
2.0,547.0218377382839
2.0,213.5788570040108
2.0,-1769.5098814512787
2.0,1469.4051682115385
2.0,-1655.2521723395673
2.0,1714.66860469222
2.0,-2144.2790589072065
2.0,2854.6287635092012
2.0,-1588.1249622136513
2.0,-310.35013582089994
2.0,1625.6367793989343
2.0,-1892.0058832925668
2.0,208.84346374731635
2.0,2326.5022434926095
2.0,-2734.4758946215848
2.0,961.3271891689315
2.0,-161.7616709676504
2.0,1529.358607974542
2.0,-1333.1832149006184
2.0,-1279.009157854889
2.0,1085.2521162888147
2.0,82.68436491396129
2.0,23.16122446944653
2.0,612.6340079164319
2.0,-1131.6734316200739
2.0,399.59241087426665
2.0,537.5653486247439
2.0,-1877.017324675293
2.0,2376.0049564149485
2.0,272.06967914791795
2.0,-2076.4621979127496
2.0,1730.1690359292504
2.0,-1950.2528140442373
2.0,862.1365331315324
2.0,1361.7508076084848
2.0,-2068.7834164780206
2.0,1251.175033269792
2.0,-397.52721591847205
2.0,-84.66205150561798
2.0,2064.5749483417108
2.0,-895.4877657477193
2.0,-435.4704045046854
2.0,-498.9966597133043
2.0,-556.0567775219987
2.0,40.87987442460915
2.0,371.4773083966747
2.0,-340.6392377143093
2.0,918.145204841353
2.0,-1291.4108767772475
2.0,1924.5764493396198
2.0,-2460.58171210806
2.0,3279.831666652834
2.0,-297.79592559808384
2.0,-819.3575495787416
2.0,-1369.4772023145817
2.0,1221.4368314367703
2.0,-885.7204976333786
2.0,869.8968578744058
2.0,289.0885856353382
2.0,148.04831007877635
2.0,-353.74290817321594
2.0,-1263.8903033885429
2.0,-196.26470258129788
2.0,1234.4993426386866
2.0,503.4878869649837
2.0,-1672.410530308762
2.0,614.9536521555838
2.0,828.1386015921872
2.0,-1288.3321904080024
2.0,569.9105081029142
2.0,503.6091255399408
2.0,-1635.019093526151
2.0,657.8345235565121
2.0,42.33564249597155
2.0,590.5668080216531
2.0,1405.8700037615408
2.0,-1912.9798015562185
2.0,-845.4701707788321
2.0,552.6448837907303
2.0,129.27358930001967
2.0,-1613.6404080908778
2.0,4209.483827659337
2.0,-1874.227469480964
2.0,640.8386905645685
2.0,39.5791912593836
2.0,477.76785977644306
2.0,-1217.5180045469108
2.0,1409.454472723365
2.0,-1288.4554878129186
2.0,196.52161569084973
2.0,-493.04490901768173
2.0,-811.9916619711562
2.0,3837.9586090332123
2.0,-3780.7665927526564
2.0,2542.5796072687117
2.0,-2223.967752122907
2.0,-195.73069760238184
2.0,1541.4032215504346
2.0,145.25535402859435
2.0,-989.8607503349398
2.0,-723.7090044475841
2.0,1550.1608910249681
2.0,-1293.0745940318527
2.0,580.2211402576444
2.0,210.87469590796513
2.0,-1739.8509559926213
2.0,2643.788756973998
2.0,799.1599407345809
2.0,-2967.1563106099265
2.0,1523.3717859524697
2.0,-1384.9831418872448
2.0,1867.1960673476913
2.0,-1422.464612151306
2.0,121.14707615049076
2.0,219.13931972322231
2.0,1495.975380280981
2.0,-1764.174405181538
2.0,340.01235121237926
2.0,-193.06858560409472
2.0,-1359.3907072138081
2.0,2269.583347970086
2.0,208.6901383162699
2.0,-2251.353526788836
2.0,704.0825468775844
2.0,1697.3958596767955
2.0,975.7315857917546
2.0,-2190.5531912062515
2.0,-563.8499369676977
2.0,2093.1429798938434
2.0,-1596.9857290591076
2.0,566.1507674195476
2.0,1317.6187450685575
2.0,-1385.1997039394178
2.0,1962.0967279606075
2.0,-3429.8570342111684
2.0,415.34752304239964
2.0,920.0590478983992
2.0,-2086.455057479463
2.0,3472.846752019109
2.0,-2413.9466861821734
2.0,278.687959224883
2.0,-455.51296463138755
2.0,2578.216920637641
2.0,-3064.205594778158
2.0,2209.7982015044877
2.0,-187.67426441542503
2.0,-1314.4784223574877
2.0,846.1904930084083
2.0,392.54373679340296
2.0,-928.9786667867498
2.0,590.1944974273869
2.0,-719.0940012319849
