Time (s),Amplitude
0.0,64.8873521918711
0.001000100010001,-152.19326924705481
0.002000200020002,19.853976238149645
0.003000300030003,320.40307417786534
0.004000400040004,-193.75299864199232
0.005000500050005001,-193.97501891092872
0.006000600060006,326.34666050370384
0.0070007000700070005,88.09391502350155
0.008000800080008,-236.9505363834859
0.009000900090009001,218.57171172472007
0.010001000100010001,-107.6592941973991
0.011001100110011002,-71.08509956530699
0.012001200120012,301.0797231751254
0.013001300130013,-311.11747867280843
0.014001400140014001,-174.8730519631318
0.015001500150015001,141.03212705730843
0.016001600160016,-187.20947139271834
0.017001700170017002,278.2457255260812
0.018001800180018002,-94.00281056592596
0.019001900190019003,-386.76651491909325
0.020002000200020003,550.1240651589877
0.021002100210021003,-181.61210047083162
0.022002200220022004,199.94039744526992
0.023002300230023004,-300.2549503453815
0.024002400240024,3.277816119445814
0.025002500250025,206.07703300169678
0.026002600260026,-315.0890024626096
0.027002700270027002,283.17207312671354
0.028002800280028002,-162.81425123900303
0.029002900290029002,62.29739841806885
0.030003000300030003,-287.4280656640269
0.031003100310031003,530.9204727301629
0.032003200320032,-57.5799842920343
0.033003300330033,-330.87843827537995
0.034003400340034004,439.82870529859554
0.035003500350035,-389.4862625840433
0.036003600360036005,378.88739008457344
0.037003700370037,-386.6419972039613
0.038003800380038005,-137.62610672857633
0.039003900390039,113.60142936570517
0.040004000400040006,180.75542790533723
0.041004100410041,11.801865691085561
0.04200420042004201,-0.43326386412484574
0.043004300430043,87.04619133690363
0.04400440044004401,-268.86511959509215
0.045004500450045004,13.620771509551258
0.04600460046004601,-124.8205799482191
0.047004700470047005,291.9786280694374
0.048004800480048,168.0167919400174
0.049004900490049005,-490.92549084368767
0.05000500050005,280.31667486680345
0.051005100510051006,-66.5319480746007
0.052005200520052,-185.11269183277153
0.05300530053005301,125.35745176470783
0.054005400540054004,112.11612991491934
0.05500550055005501,221.03002515855033
0.056005600560056004,-285.08383993811196
0.05700570057005701,-25.569114777097234
0.058005800580058005,7.82380374608225
0.05900590059005901,275.7429195405338
0.060006000600060005,-194.21474406766637
0.06100610061006101,104.54354276716725
0.062006200620062006,-168.09041246480828
0.063006300630063,-263.0947486870117
0.064006400640064,171.991921707972
0.06500650065006501,276.3191969513043
0.066006600660066,-246.30398014744006
0.067006700670067,219.34778191647885
0.06800680068006801,19.892551128866014
0.06900690069006901,-223.33558851055815
0.07000700070007,-32.52229303842626
